lower,upper,duration,action,depth,size,hit,miss
3850000, 3849959, 2.32194, 2, 0, 30799664, 41, 49959
3850000, 3850000, 2.28426, 1, 0, 30799992, 45, 49955
3900000, 3899949, 2.22369, 2, 0, 31199584, 51, 49949
3900000, 3900000, 2.21591, 1, 0, 31199992, 47, 49953
3950000, 3949949, 2.31066, 2, 0, 31599584, 51, 49949
3950000, 3950000, 2.33964, 1, 0, 31599992, 44, 49956
4000000, 3999972, 2.42502, 2, 0, 31999768, 28, 49972
4000000, 4000000, 2.29859, 1, 0, 31999992, 37, 49963
4050000, 4049963, 2.3554, 2, 0, 32399696, 37, 49963
4050000, 4050000, 2.37252, 1, 0, 32399992, 51, 49949
4100000, 4099958, 2.33981, 2, 0, 32799656, 42, 49958
4100000, 4100000, 2.29171, 1, 0, 32799992, 58, 49942
4150000, 4149958, 2.36732, 2, 0, 33199656, 42, 49958
4150000, 4150000, 2.34883, 1, 0, 33199992, 41, 49959
4200000, 4199958, 2.40251, 2, 0, 33599656, 42, 49958
4200000, 4200000, 2.342, 1, 0, 33599992, 59, 49941
4250000, 4249938, 2.55858, 2, 0, 33999496, 62, 49938
4250000, 4250000, 2.51766, 1, 0, 33999992, 55, 49945
4300000, 4299966, 2.49345, 2, 0, 34399720, 34, 49966
4300000, 4300000, 2.40689, 1, 0, 34399992, 48, 49952
4350000, 4349950, 2.54386, 2, 0, 34799592, 50, 49950
4350000, 4350000, 2.42939, 1, 0, 34799992, 59, 49941
4400000, 4399959, 2.52073, 2, 0, 35199664, 41, 49959
4400000, 4400000, 2.47028, 1, 0, 35199992, 52, 49948
4450000, 4449944, 2.53491, 2, 0, 35599544, 56, 49944
4450000, 4450000, 2.49947, 1, 0, 35599992, 47, 49953
4500000, 4499955, 2.64126, 2, 0, 35999632, 45, 49955
4500000, 4500000, 2.64515, 1, 0, 35999992, 48, 49952
4550000, 4549945, 2.81135, 2, 0, 36399552, 55, 49945
4550000, 4550000, 2.54733, 1, 0, 36399992, 48, 49952
4600000, 4599944, 2.66041, 2, 0, 36799544, 56, 49944
4600000, 4600000, 2.59892, 1, 0, 36799992, 51, 49949
4650000, 4649954, 2.63151, 2, 0, 37199624, 46, 49954
4650000, 4650000, 2.5808, 1, 0, 37199992, 59, 49941
4700000, 4699926, 2.66084, 2, 0, 37599400, 74, 49926
4700000, 4700000, 2.59795, 1, 0, 37599992, 42, 49958
4750000, 4749952, 2.68669, 2, 0, 37999608, 48, 49952
4750000, 4750000, 2.62525, 1, 0, 37999992, 48, 49952
4800000, 4799944, 2.69955, 2, 0, 38399544, 56, 49944
4800000, 4800000, 2.65074, 1, 0, 38399992, 60, 49940
4850000, 4849942, 2.73637, 2, 0, 38799528, 58, 49942
4850000, 4850000, 2.68313, 1, 0, 38799992, 49, 49951
4900000, 4899948, 2.74107, 2, 0, 39199576, 52, 49948
4900000, 4900000, 2.70739, 1, 0, 39199992, 60, 49940
4950000, 4949945, 2.79752, 2, 0, 39599552, 55, 49945
4950000, 4950000, 2.73461, 1, 0, 39599992, 44, 49956
5000000, 4999939, 2.83557, 2, 0, 39999504, 61, 49939
5000000, 5000000, 2.75798, 1, 0, 39999992, 51, 49949
